Probe Name,sample01,sample02,sample03,sample04,sample05,sample06,sample07,sample08,sample09,sample10,sample11,sample12,sample13,sample14,sample15,sample16,sample17,sample18,sample19,sample20,sample21,sample22,sample23,sample24,sample25,sample26,sample27,sample28,sample29
KIR3DS1,20,20,20,25.6,21.88,20,20,20,20,38.16,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
KIT,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
KLRB1,20,20,20,23.47,36.76,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,23.71,24.11,20.49,20,20,20.7
KLRC1,27.03,20,20,37.34,22.76,20,20,20,20,20,29.15,25.32,20,29.26,20,20,20,20,20,22.39,20,20,24.79,27.27,32.15,36.71,60.22,68.97,63.75
KLRC2,54.06,56.83,37.88,45.87,48.14,43.67,20,45.18,55.4,42.79,49.33,32.92,27.67,45.1,54.47,20,20,22.14,20,20,30.88,20,42.49,42.68,76.92,41.83,60.22,20,67.07
KLRC3,52.2,41.47,37.88,55.47,126.91,83.18,20,81.21,58.57,72.86,45.96,29.12,27.67,46.93,45.19,20,20,57.2,20,34.54,42.99,20,45.32,49.79,60.85,46.95,39.57,80.47,76.17
KLRD1,158.46,222.71,194.33,136.54,64.77,101.9,55.65,111.87,215.27,126.06,100.9,159.52,161.62,207.23,90.99,60.56,73.16,95.95,80.1,168.85,179.81,20,99.14,141.09,144.66,331.23,691.62,577.66,1038.28
KLRF1,82.03,167.41,72.46,93.87,112.91,56.15,20,65.61,102.89,56.67,39.24,62.04,77.49,73.75,36.52,20,20,62.74,32.04,62.04,66.6,20,58.78,67.58,72.33,57.2,157.42,137.95,248.39
KLRF2,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
KLRG1,53.13,59.9,85.64,77.87,25.38,20,20,48.94,61.73,20,40.36,34.18,50.92,48.15,20,20,20,43.36,36.04,46.69,58.12,20,20,29.64,22.96,41.83,84.3,63.23,88.59
KLRG2,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
KLRK1,265.65,261.1,204.21,202.68,278.33,110.22,52.06,260.31,115.55,55.51,124.44,125.34,152.76,163.35,105.85,46.89,38.17,214.04,83.1,115.76,154.99,20,85.69,92.48,128.59,202.32,320.86,238.54,399.08
KNG1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
LAG3,20,20,20,20,20,20,20,20,20,20,20,20,26.57,20,20,20,20,20,20,20,20,20,20,20,20,20.49,27.53,66.1,48.85
LAIR1,270.31,360.94,429.82,342.43,275.71,388.89,624.68,183.93,307.08,430.22,99.77,93.69,125.09,131.65,108.94,125.04,206.75,89.49,94.11,114.48,105.95,211.78,191.2,235.93,156.15,138.3,178.93,149.44,233.49
LAIR2,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
LAMP3,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
LCK,109.06,133.62,110.34,96.01,122.54,85.26,77.19,100.03,68.06,61.29,95.29,87.36,130.62,115.8,71.8,70.33,68.39,101.49,73.09,124.72,112,20,71.52,71.14,63.15,127.2,187.53,140.82,254.19
LCP2,276.83,382.44,464.41,190.95,357.98,625.97,872.39,316.78,313.41,436,230.94,194.97,250.17,185.29,237.69,380.97,408.73,296.16,374.45,287.81,179.81,264.72,253.52,437.48,179.11,1003.93,599.58,554.67,558.05
LEF1,49.4,38.4,34.58,24.54,86.65,70.71,59.24,77.45,41.16,20,53.81,20,55.35,43.27,57.57,46.89,54.07,71.96,34.04,42.21,42.38,20,33.28,24.9,28.7,58.9,58.5,80.47,46.37
LGALS3,235.82,208.88,174.56,229.35,320.35,193.4,222.59,320.54,202.61,284.5,172.64,84.82,132.84,162.13,154.13,95.73,206.75,327.53,120.14,355.6,190.1,264.72,169.96,282.17,165.33,1274.54,396.56,379.36,878.48
LIF,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
LILRA1,20,20,20,20,34.14,20,20,30.66,33.24,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,44.39,31.83,20,20
LILRA2,121.17,205.81,171.27,91.74,49.01,51.99,41.29,57.55,47.49,43.95,20,20,20,20,24.14,20,49.3,20,20,20,20,20,59.49,139.9,28.7,297.93,61.94,100.59,72.86
LILRA3,75.5,245.75,227.26,106.68,448.14,507.43,992.66,115.09,216.86,411.71,133.41,83.56,99.63,29.26,115.75,326.27,507.33,233.42,243.29,333.86,32.69,20,55.24,171.91,31,410.62,74.84,189.68,160.63
LILRA4,20,20,20,20,20,20,20,20,20,34.69,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,22.2,28.39,20,20
LILRA5,23.3,49.15,51.05,20,70.02,122.7,132.83,33.34,72.81,93.68,29.15,20,20,20,32.81,41.03,100.19,36.9,35.04,44.13,20,20,22.66,53.35,20,101.59,30.11,20,50.51
LILRA6,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
LILRB1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,29.88,41.29,20,20
LILRB2,20,36.86,20,20,45.51,62.39,43.08,20,58.57,42.79,35.87,20,42.06,20,33.42,39.07,55.66,28.6,40.05,67.16,28.46,20,50.99,48.61,20,146.83,109.25,20,92.73
LILRB3,20,43.01,44.46,22.4,76.15,95.66,157.96,32.27,66.48,76.33,25.78,20,20,20,22.9,48.84,57.25,21.22,24.03,40.29,20,20,21.24,34.38,20,91.34,22.37,20,30.64
LILRB4,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,23.23,20,25.67
LILRB5,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
LIMK1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
LITAF,156.59,176.63,131.75,76.81,582.05,432.56,515.18,276.98,220.02,345.79,154.71,60.77,108.48,67.04,162.17,101.59,211.52,237.11,111.13,228.97,62.96,20,89.94,438.67,103.33,1271.98,283.87,313.26,244.25
LTA,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
LTB,101.6,99.83,93.87,67.21,169.8,133.1,224.38,74.76,74.4,72.86,57.17,55.71,77.49,62.17,70.56,52.75,65.21,109.79,70.08,88.9,63.57,20,60.19,85.36,80.37,138.3,102.37,123.58,110.12
LTB4R,20,20,20,20,21.88,20,53.85,20,20,30.07,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,52.93,20,20,20
LTB4R2,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
LTBR,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,24.9,20,43.54,28.39,20,24.84
LTF,20,20,20,20,20,20,43.08,20,20,80.95,20,20,20,20,20,20,20,75.65,20,20,20,20,20,20,53.96,407.2,26.67,20,60.44
LTK,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
LY96,54.99,176.63,88.93,61.87,103.28,299.47,662.37,51.63,193.11,286.81,34.75,20,42.06,20,58.8,101.59,275.14,38.75,106.13,108.73,20,20,57.36,238.3,51.67,262.93,72.26,195.43,106.81
MAF,21.44,20,20,23.47,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20.47,24.22,20,20,20,20,37.56,46.45,68.97,45.54
MAFF,20,20,20,22.4,20,20,41.29,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,24.9,20,20,20,20,20
MAFG,21.44,20,20,20,27.13,20,20,29.58,20,23.13,20,20,20,20,20,20,20,20,20.02,24.94,20,20,20.54,26.08,20,80.25,71.4,20,62.1
MAFK,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
MALT1,81.09,50.69,67.52,59.74,85.78,56.15,75.39,70.99,58.57,42.79,40.36,48.11,74.17,62.17,53.23,20,76.34,83.03,60.07,77.39,56.91,20,68.69,72.32,41.33,173.3,215.92,126.45,143.24
MAP2K1,38.22,59.9,39.52,32,66.52,20,20,47.33,34.82,40.48,38.12,54.44,35.42,38.4,39,20,39.76,44.29,43.05,57.56,35.72,20,51.7,50.98,28.7,66.59,68.82,20,71.21
MAP2K4,179.9,173.56,128.45,112.01,158.42,189.25,222.59,160.81,270.67,202.39,248.87,243.08,160.51,171.27,171.46,216.86,205.16,153.15,168.2,132.39,170.73,20,140.22,168.35,161.89,557.45,483.45,534.55,394.12
MAP2K6,20,20,20,22.4,20,20,20,23.66,20,20,20,20,23.25,21.94,20,20,20,21.22,20,20,20,20,20,20,20,39.27,61.08,83.34,74.52
MAP3K1,75.5,98.3,82.34,74.67,77.02,135.18,86.16,74.76,61.73,55.51,60.54,43.05,77.49,69.48,71.8,70.33,63.62,67.35,58.07,79.31,56.91,20,105.52,106.7,64.3,204.03,216.78,135.07,151.52
MAP3K5,42.88,38.4,65.87,39.47,63.89,72.79,57.44,51.63,36.41,57.82,35.87,41.78,38.74,34.13,26.62,20,33.4,37.83,39.05,51.81,45.41,20,53.82,68.76,33.3,157.93,110.11,91.97,104.32
MAP3K7,26.1,20,20,22.4,24.51,20,20,22.05,20,20,20,20,20,20.11,26.62,20,20,22.14,20,20,20.58,20,21.95,34.38,20,42.68,60.22,20,54.65
MAP3K9,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
MAP4K1,92.28,70.65,72.46,67.21,97.15,56.15,59.24,56.47,20,46.26,51.57,62.04,66.42,68.26,39,46.89,44.53,78.42,55.07,72.91,68.41,20,55.94,65.21,73.48,121.22,143.66,83.34,158.97
MAP4K2,43.81,50.69,39.52,34.14,49.01,74.87,62.83,30.66,20,35.85,51.57,20,35.42,33.52,34.04,20,44.53,29.52,41.05,49.25,26.64,20,41.07,59.28,42.48,97.32,83.44,20,87.77
MAP4K4,319.71,188.92,260.2,343.5,231.07,166.37,197.45,697.02,232.68,205.86,244.39,212.69,156.08,315.72,499.52,359.48,316.49,462.23,435.52,204.02,365.07,506.75,312.3,224.08,378.88,835.75,1058.94,569.04,823.01
MAPK1,179.9,122.87,158.1,145.08,242.45,162.21,210.02,178.56,131.38,166.54,116.59,82.29,112.91,114.59,116.99,72.29,112.92,136.55,108.13,154.14,120.48,20,118.97,182.58,118.26,439.64,311.4,275.9,303.04
MAPK11,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,24.95,20,20
MAPK14,22.37,39.93,44.46,26.67,48.14,74.87,109.5,30.66,53.82,38.16,20,20,20,20,20,20,36.58,31.37,23.03,46.05,20,20,20,43.87,20,93.05,46.45,20,37.26
MAPK3,65.25,70.65,90.58,83.21,137.42,139.33,190.27,92.51,79.14,146.87,47.08,53.17,65.31,42.06,55.71,44.94,92.24,69.2,63.08,99.77,48.43,20,63.03,103.15,81.52,182.69,105.81,91.97,154
MAPK8,21.44,20,20,20,20,20,20,20,20,20,20,20,22.14,20,20,20,20,20,20,20,20,20,20,20,20,34.15,45.59,20,48.02
MAPKAPK2,34.49,46.08,49.4,30.94,34.14,51.99,50.26,32.81,39.57,26.6,36.99,29.12,30.99,35.96,27.85,20,20,32.29,27.03,37.1,25.43,20,24.79,32.01,29.85,164.76,134.2,129.33,131.65
MAPKAPK5,23.3,20,20,20,20,20,20,20,20,20,30.27,29.12,23.25,27.43,20,20,20,20,20,20,20.58,20,20,29.64,25.26,92.2,88.6,132.2,67.07
MARCO,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
MASP1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
MASP2,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
MAVS,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
MAX,405.46,399.34,382.06,291.22,503.28,534.46,642.63,562.02,498.61,445.25,434.97,402.6,313.27,375.45,540.37,605.65,481.89,444.7,481.58,298.04,307.56,325.23,368.95,316.55,324.92,1528.08,1584.54,1169.69,1050.7
MBL2,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
MBP,20,20,20,20,24.51,20,59.24,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,32.44,20,20,20
MCL1,551.8,821.71,858,375.5,1076.58,1690.73,2288.68,717.45,1089.03,1026.97,406.94,326.64,392.97,312.06,417.19,615.42,811.09,527.73,620.74,671.55,252.46,408.43,564.4,950.84,362.81,2431.27,1016.79,1028.87,1009.3
MEF2A,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,43.54,37.85,20,38.91
MEF2BNB,20,20,20,20,20,20,41.29,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
MEF2C,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,34.15,42.15,20,34.77
MEF2D,39.15,49.15,36.23,26.67,44.64,49.91,43.08,36.03,20,20,24.66,26.59,20,30.47,23.52,20,20,24.91,28.03,30.7,32.09,20,29.03,41.5,25.26,86.22,75.7,60.35,80.31
MIF,54.99,55.29,44.46,72.54,58.64,66.55,44.88,52.71,20,89.05,39.24,35.45,56.45,57.29,29.09,20,62.02,61.81,36.04,51.17,58.12,20,53.82,75.88,66.59,87.08,110.97,143.7,197.89
MKNK1,23.3,49.15,20,20,24.51,43.67,20,29.58,37.99,37.01,23.54,20,20,20,20,20,20,23.07,20.02,20,20,20,26.91,28.45,20,101.59,60.22,71.85,48.85
MME,68.04,104.44,79.05,94.94,67.4,81.11,148.99,103.8,56.98,48.57,62.78,20,22.14,20,31.57,20,47.71,67.35,70.08,31.34,20,20,20,71.14,20,280.01,33.55,91.97,86.94
MMP3,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
MMP9,107.19,270.32,494.05,199.48,431.51,413.84,1217.04,224.27,213.69,910.16,106.5,20,91.88,31.08,131.84,113.31,450.08,305.38,140.17,136.87,40.56,20,41.78,149.38,87.26,495.99,44.73,227.04,178.01
MPPED1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
MR1,20,36.86,32.94,20,20.13,83.18,109.5,20,44.32,39.32,20,20,20,20,20,48.84,54.07,20,30.04,20,20,20,20,30.83,20,30.73,32.69,20,20
MRC1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,36.58,20,20,20,20,20,20,20,20,20,20,20,20
MS4A1,85.75,64.51,39.52,65.07,85.78,97.74,71.8,51.09,39.57,31.23,60.54,36.72,22.14,49.37,64.99,46.89,33.4,107.94,66.08,32.62,64.78,20,73.65,39.12,96.44,215.13,295.92,163.81,123.37
MS4A2,20,49.15,88.93,112.01,20,20,52.06,20,20,20,20,20,35.42,32.91,20,20,101.78,20,21.03,35.18,22.4,20,20,24.9,20,20,24.95,63.23,77.83
MSR1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
MUC1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
MX1,20,864.72,688.37,20,25.38,2314.62,1048.31,28.5,1231.49,1188.88,22.42,296.25,254.6,20,48.28,984.67,493.02,20,694.83,224.49,20,20,533.95,406.66,26.41,967.22,1288.62,1264.53,148.21
MX2,89.48,1122.75,961.75,113.08,224.94,2447.71,1287.05,116.71,1283.72,1045.47,89.68,531.74,478.21,62.17,155.98,1187.85,548.68,79.34,973.16,374.79,67.81,151.27,645.84,489.65,87.26,1012.46,1114.85,985.76,231
MYC,35.42,20,20,23.47,55.14,20,20,39.26,20,20,20,20,29.89,21.33,32.19,20,38.17,40.59,20.02,27.5,35.72,20,32.58,36.75,20,61.46,61.94,63.23,59.61
MYD88,60.59,93.69,57.64,55.47,80.52,149.73,89.75,79.6,128.21,133,30.27,55.71,60.88,38.4,36.52,62.52,90.65,71.04,89.11,91.46,39.96,20,93.48,80.62,49.37,155.37,167.74,112.08,131.65
MYL2,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,23.18
NCAM1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
NCF4,68.98,69.12,67.52,45.87,175.93,141.41,134.63,90.35,44.32,105.24,43.72,20,20,20,36.52,20,49.3,86.72,42.05,53.08,20,20,26.91,59.28,20,296.23,57.64,71.85,77
NCR1,20,20,20,20,21.88,20,20,20,20,20,24.66,20,20,20,20,20,20,20,20,20,20,20,20,20,20,42.68,20,20,22.36
NEFL,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
NFATC1,25.17,39.93,52.7,29.87,64.77,58.23,89.75,52.71,20,30.07,22.42,20,22.14,21.94,20,20,31.81,44.29,27.03,26.22,23.01,20,21.95,23.71,22.96,88.78,60.22,120.71,57.13
NFATC2,40.08,36.86,36.23,24.54,28.88,20,20,21.51,20,20,31.39,35.45,45.39,37.79,21.66,20,20,20,26.03,34.54,41.77,20,27.62,20,20,52.93,93.76,91.97,78.66
NFATC3,170.57,122.87,148.21,139.75,145.29,112.3,91.55,133.92,91.81,87.89,125.56,131.67,143.9,143.84,107.7,84.01,76.34,118.09,99.12,129.19,124.11,20,107.64,105.52,97.59,201.47,264.95,232.79,245.08
NFATC4,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
NFE2L2,182.69,179.7,164.68,106.68,152.3,216.28,190.27,179.63,286.5,180.41,176.01,183.58,195.93,126.78,136.18,195.37,141.54,102.41,161.19,145.18,117.45,20,164.29,169.54,99.89,453.3,431.83,376.49,239.28
NFIL3,61.52,62.97,65.87,65.07,86.65,120.62,136.42,57.01,64.9,129.53,30.27,20,32.1,35.96,31.57,20,60.43,27.68,29.03,42.85,20,20,20,30.83,20,95.61,56.77,71.85,44.71
NFKB1,69.91,75.26,85.64,55.47,70.02,91.5,68.21,61.31,52.24,58.98,44.84,64.57,61.99,55.46,59.42,50.8,52.48,67.35,57.07,66.52,52.07,20,78.61,75.88,44.78,143.42,137.64,74.72,86.11
NFKB2,27.03,33.79,20,20,36.76,20,35.9,25.82,20,20,20,20,34.32,21.94,20,20,20,20.3,22.03,24.3,20,20,28.33,46.24,24.11,106.71,61.08,20,48.02
NFKBIA,104.4,145.91,138.33,98.14,218.82,293.23,660.58,125.31,155.12,512.33,89.68,45.58,79.7,55.46,94.7,101.59,232.2,116.25,116.14,147.74,42.99,20,104.81,228.82,119.41,404.64,238.28,310.38,283.17
NFKBIZ,45.67,52.22,46.11,29.87,77.02,99.82,95.14,53.78,75.98,62.45,33.63,20,37.64,35.35,30.95,52.75,55.66,43.36,29.03,57.56,24.82,20,42.49,78.25,24.11,210,117.85,129.33,125.85
NLRP3,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21.11,20,20,24.79,20,20,50.37,23.23,20,23.18
NOD1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,29.03,32.69,60.35,32.29
NOD2,68.04,73.72,79.05,50.14,147.04,153.89,271.05,84.98,93.39,161.91,59.42,39.25,54.24,31.69,56.95,101.59,101.78,95.03,95.11,96.58,29.67,20,83.56,93.66,59.7,321.84,148.82,155.19,110.95
NOS2,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
NOTCH1,37.28,46.08,20,32,73.52,64.47,75.39,36.03,20,39.32,39.24,20,32.1,20.11,34.66,20,20,32.29,23.03,37.1,24.82,20,26.2,54.54,20,116.1,60.22,68.97,57.96
NOTCH2,93.21,109.05,135.04,88.54,141.79,176.77,143.6,100.57,126.63,111.02,81.84,65.83,111.8,50.59,79.85,72.29,98.6,93.18,96.11,145.18,51.46,20,179.16,181.4,66.59,420.86,295.06,235.66,211.96
NOX1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
NR3C1,98.8,75.26,97.16,69.34,143.54,93.58,129.24,138.22,93.39,84.42,82.96,59.5,73.06,62.17,67.47,62.52,52.48,95.03,71.08,81.87,61.75,20,74.36,72.32,66.59,166.47,159.14,132.2,173.05
NT5E,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
NUP107,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,46.1,38.71,63.23,56.3
OAS1,68.04,528.35,314.54,42.67,69.15,551.1,235.15,28.5,1011.46,832.68,61.66,189.91,170.47,69.48,34.04,591.97,364.2,59.97,392.47,169.49,41.77,20,264.85,193.25,35.59,122.93,616.78,566.17,153.18
OAS2,96.01,1316.28,994.68,70.41,85.78,3237.97,1567.07,63.46,1681.03,1205.07,62.78,530.47,373.05,74.36,46.42,1539.52,680.68,51.67,1247.49,297.4,69.62,151.27,681.95,556.04,55.11,382.45,1148.4,1158.2,225.21
OAS3,29.83,612.83,520.4,32,67.4,1586.75,953.17,41.95,834.18,669.61,26.91,260.8,209.22,24.99,42.09,814.69,396.01,27.68,718.86,172.05,22.4,20,362.58,284.54,27.56,347.45,631.41,643.76,108.46
OASL,20,225.78,204.21,20,20,407.61,319.52,20,338.74,306.47,20,108.88,115.12,20,20,255.93,198.8,20,221.26,69.71,20,20,149.42,124.49,20,31.59,306.24,370.74,92.73
OXER1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
PAX5,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20.49,20.65,20,20
PDCD1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25.67
PDCD1LG2,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,33.4,20,20,20,20,20,20,20,20,20,20,20,26.5
PDCD2,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,23.9,25.81,66.1,49.68
PDGFA,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
PDGFB,20,20,20,20,20,20,20,20,20,20,20,20,24.35,20,20,20,20,20,20,20,20,20,20,20,20,20,30.97,63.23,28.15
PDGFRB,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
PECAM1,70.84,72.19,57.64,64.01,175.93,143.49,62.83,125.31,72.81,71.7,57.17,46.84,60.88,57.9,51.38,46.89,68.39,142.08,60.07,66.52,55.7,20,77.9,120.93,57.41,123.78,206.45,149.44,153.18
PIGR,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
PIK3C2G,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
PLA2G2A,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20.49,20,20,20
PLA2G2E,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
PLA2G4A,20,20,20,20,20,20,20,20,20,33.54,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,35,20,20,22.36
PLA2G6,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
PLAU,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
PLAUR,20,20,20,20,36.76,51.99,44.88,20.97,20,193.13,22.42,20,22.14,20,20,20,57.25,32.29,30.04,42.85,20,20,20,27.27,20,108.42,28.39,20,38.09
PLCB1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,29.74,39.12,20,57.2,35.27,20,28.15
PMCH,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
PML,20,64.51,75.75,24.54,21.88,149.73,59.24,20,74.4,91.36,20,32.92,53.13,20,20,123.08,44.53,20,84.1,28.14,20,20,54.53,36.75,20,51.22,144.52,146.57,52.99
POU2F2,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,24.9,20,54.64,71.4,66.1,36.43
PPARG,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
PPP1R12B,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,35.85,31.83,20,24.84
PRDM1,58.72,90.62,82.34,41.6,67.4,110.22,186.68,54.32,91.81,86.74,41.48,32.92,55.35,43.88,47.04,44.94,79.52,37.83,54.06,63.32,47.83,20,40.36,78.25,44.78,156.22,160.86,169.56,178.01
PRF1,218.11,259.57,283.25,222.95,180.3,143.49,80.78,158.12,182.03,189.67,125.56,207.63,252.39,238.92,95.94,87.92,81.11,136.55,106.13,204.66,207.06,20,125.34,110.26,166.48,274.03,645.17,580.53,832.11
PRG2,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,24.01
PRKCA,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,38.42,42.15,60.35,28.15
PRKCB,160.32,215.03,205.85,136.54,207.44,295.31,384.14,119.4,208.94,293.75,114.35,92.42,131.73,112.15,144.84,150.43,249.69,152.23,160.19,170.77,113.82,204.21,154.38,197.99,122.85,510.5,365.6,281.65,346.92
PRKCD,94.14,86.01,100.46,85.34,202.19,230.84,301.57,103.8,96.56,150.34,56.05,74.7,85.24,42.66,79.23,76.19,114.51,90.42,97.12,104.25,44.2,20,92.77,129.23,66.59,256.1,104.95,100.59,96.05
PSMB10,41.01,55.29,42.82,43.74,51.64,62.39,50.26,31.73,55.4,89.05,20,30.38,36.53,26.82,20,20,46.12,35.98,50.06,42.85,24.22,20,56.65,41.5,29.85,81.1,137.64,132.2,145.72
PSMB5,23.3,20,20,20,20,20,20,24.2,20,34.69,20,20,22.14,22.55,20,20,20,21.22,20,27.5,20,20,33.28,32.01,22.96,55.49,54.19,83.34,72.03
PSMB7,82.96,107.51,59.29,94.94,74.4,103.98,52.06,78.52,83.89,100.61,43.72,62.04,81.91,93.25,83.56,54.7,84.29,86.72,80.1,104.25,90.81,20,78.61,106.7,84.96,209.15,268.39,244.28,391.63
